Status,Score,Match_type,Match_addr,City,Region,Country,LangCode,Addr_type,Distance,lon,lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_City,ARC_State,ORGANIZATI,CITY_1,STATE,COUNTRY_1,AWARDS,FUNDING
M,100,A,"Long Beach, California",Long Beach,California,USA,ENG,Locality,0,-118.192398,33.766724,-118.192398,33.766724,-118.242401,-118.142401,33.71672,33.81672,LONG BEACH,CA,SOUTHERN CALIFORNIA INST FOR RES/EDUC,LONG BEACH,CA,UNITED STATES,5,1945876
M,100,A,"Rancho Dominguez, California",Rancho Dominguez,California,USA,ENG,SubAdmin,0,-118.215877,33.857543,-118.215877,33.857543,-118.265881,-118.165881,33.80754,33.90754,RANCHO DOMINGUEZ,CA,"MOLECULAR EXPRESS, INC.",RANCHO DOMINGUEZ,CA,UNITED STATES,4,1523329
M,100,A,"Compton, California",Compton,California,USA,ENG,Locality,0,-118.224327,33.895282,-118.224327,33.895282,-118.274331,-118.174331,33.84528,33.94528,COMPTON,CA,"DXTERITY DIAGNOSTICS, INC.",COMPTON,CA,UNITED STATES,1,1498643
M,100,A,"Montrose, California",Montrose,California,USA,ENG,Locality,0,-118.228029,34.205224,-118.228029,34.205224,-118.278031,-118.178031,34.15522,34.25522,MONTROSE,CA,"HILLHURST BIOPHARMACEUTICALS, INC.",MONTROSE,CA,UNITED STATES,3,1344696
M,97.67,M,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.2453167,34.05349076,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,NORTH LOS ANGELES,CA,SEPULVEDA RESEARCH CORPORATION,SEPULVEDA,CA,UNITED STATES,3,1436766
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,LOS ANGELES,CA,UNITED STATES,4,1060636
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",LOS ANGELES,CA,UNITED STATES,1,17086
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,CALIFORNIA STATE UNIVERSITY LOS ANGELES,LOS ANGELES,CA,UNITED STATES,7,2805703
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,UNITED STATES,107,47454095
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,CHARLES R. DREW UNIVERSITY OF MED & SCI,LOS ANGELES,CA,UNITED STATES,12,9408216
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,CA,UNITED STATES,41,20236544
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,DOHENY EYE INSTITUTE,LOS ANGELES,CA,UNITED STATES,1,431612
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"EYE-PREDICT, LLC",LOS ANGELES,CA,UNITED STATES,1,349999
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"HUNGRY HEART MEDIA, INC.",LOS ANGELES,CA,UNITED STATES,1,4681716
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,LOYOLA MARYMOUNT UNIVERSITY,LOS ANGELES,CA,UNITED STATES,2,556050
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"MAX BIOPHARMA, INC.",LOS ANGELES,CA,UNITED STATES,2,947606
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"NEURAL ANALYTICS, INC.",LOS ANGELES,CA,UNITED STATES,1,1500000
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"NEUROSIGMA, INC.",LOS ANGELES,CA,UNITED STATES,1,1072694
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,OCCIDENTAL COLLEGE,LOS ANGELES,CA,UNITED STATES,1,391433
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"OMEGA BIOSYSTEMS, INC.",LOS ANGELES,CA,UNITED STATES,2,574868
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,TEMPEST TECHNOLOGIES,LOS ANGELES,CA,UNITED STATES,2,189961
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"TEMPO THERAPEUTICS, INC.",LOS ANGELES,CA,UNITED STATES,1,224999
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,UNIVERSITY OF CALIFORNIA LOS ANGELES,LOS ANGELES,CA,UNITED STATES,836,381047599
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,UNITED STATES,411,212108536
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,"VIDATAK, LLC",LOS ANGELES,CA,UNITED STATES,2,521101
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,WEBSCIENCES INTERNATIONAL,LOS ANGELES,CA,UNITED STATES,2,984493
M,100,A,"Los Angeles, California",Los Angeles,California,USA,ENG,Locality,0,-118.245318,34.053491,-118.245318,34.053491,-118.295321,-118.195321,34.00349,34.10349,LOS ANGELES,CA,WORLD MOLECULAR IMAGING SOCIETY,LOS ANGELES,CA,UNITED STATES,2,17500
T,100,A,"Carson, California",Carson,California,USA,ENG,Locality,0,-118.262119,33.831612,-118.262119,33.831612,-118.312121,-118.212121,33.78161,33.88161,CARSON,CA,CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA,UNITED STATES,2,634665
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,"INNOSENSE, LLC",TORRANCE,CA,UNITED STATES,1,764989
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,"INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,UNITED STATES,2,2013771
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,LA BIOMED RES INST/ HARBOR UCLA MED CTR,TORRANCE,CA,UNITED STATES,20,7962643
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,NEUROINDX INC.,TORRANCE,CA,UNITED STATES,3,495954
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,PHYSICAL OPTICS CORPORATION,TORRANCE,CA,UNITED STATES,1,236370
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,"QT MEDICAL, INC.",TORRANCE,CA,UNITED STATES,1,917171
M,100,A,"Torrance, California",Torrance,California,USA,ENG,Locality,0,-118.341657,33.836664,-118.341657,33.836664,-118.391661,-118.291661,33.78666,33.88666,TORRANCE,CA,"SPECTRADYNE, LLC",TORRANCE,CA,UNITED STATES,1,731678
M,100,A,"Inglewood, California",Inglewood,California,USA,ENG,Locality,0,-118.356217,33.961783,-118.356217,33.961783,-118.406221,-118.306221,33.91178,34.01178,INGLEWOOD,CA,"IMAGINAB, INC.",INGLEWOOD,CA,UNITED STATES,1,1000000
M,100,A,"Inglewood, California",Inglewood,California,USA,ENG,Locality,0,-118.356217,33.961783,-118.356217,33.961783,-118.406221,-118.306221,33.91178,34.01178,INGLEWOOD,CA,"NEONC TECHNOLOGIES, INC.",INGLEWOOD,CA,UNITED STATES,1,300000
M,100,A,"Culver City, California",Culver City,California,USA,ENG,Locality,0,-118.396207,34.021611,-118.396207,34.021611,-118.446211,-118.346211,33.97161,34.07161,CULVER CITY,CA,BIOREALM,CULVER CITY,CA,UNITED STATES,1,150000
M,100,A,"Culver City, California",Culver City,California,USA,ENG,Locality,0,-118.396207,34.021611,-118.396207,34.021611,-118.446211,-118.346211,33.97161,34.07161,CULVER CITY,CA,"INTAN TECHNOLOGIES, LLC",CULVER CITY,CA,UNITED STATES,1,278180
M,100,A,"Culver City, California",Culver City,California,USA,ENG,Locality,0,-118.396207,34.021611,-118.396207,34.021611,-118.446211,-118.346211,33.97161,34.07161,CULVER CITY,CA,"MICRO ANALYSIS INTEGRATION, LLC",CULVER CITY,CA,UNITED STATES,1,147247
M,100,A,"Culver City, California",Culver City,California,USA,ENG,Locality,0,-118.396207,34.021611,-118.396207,34.021611,-118.446211,-118.346211,33.97161,34.07161,CULVER CITY,CA,"SOFIE BIOSCIENCES, LLC",CULVER CITY,CA,UNITED STATES,2,178800
M,100,A,"Beverly Hills, California",Beverly Hills,California,USA,ENG,Locality,0,-118.400338,34.073481,-118.400338,34.073481,-118.450341,-118.350341,34.02348,34.12348,BEVERLY HILLS,CA,"AMYDIS DIAGNOSTICS, INC.",BEVERLY HILLS,CA,UNITED STATES,1,1647908
M,100,A,"Beverly Hills, California",Beverly Hills,California,USA,ENG,Locality,0,-118.400338,34.073481,-118.400338,34.073481,-118.450341,-118.350341,34.02348,34.12348,BEVERLY HILLS,CA,"CAPRICOR, INC.",BEVERLY HILLS,CA,UNITED STATES,1,1683381
M,100,A,"Beverly Hills, California",Beverly Hills,California,USA,ENG,Locality,0,-118.400338,34.073481,-118.400338,34.073481,-118.450341,-118.350341,34.02348,34.12348,BEVERLY HILLS,CA,"SCARLESS LABORATORIES, INC.",BEVERLY HILLS,CA,UNITED STATES,4,2167969
M,100,A,"Beverly Hills, California",Beverly Hills,California,USA,ENG,Locality,0,-118.400338,34.073481,-118.400338,34.073481,-118.450341,-118.350341,34.02348,34.12348,BEVERLY HILLS,CA,"SPECTRAL MOLECULAR IMAGING, INC.",BEVERLY HILLS,CA,UNITED STATES,1,671810
M,100,A,"Manhattan Beach, California",Manhattan Beach,California,USA,ENG,Locality,0,-118.410838,33.887153,-118.410838,33.887153,-118.460841,-118.360841,33.83715,33.93715,MANHATTAN BEACH,CA,"BDI, INC.",MANHATTAN BEACH,CA,UNITED STATES,1,149165
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,DR. SUSAN LOVE RESEARCH FOUNDATION,SANTA MONICA,CA,UNITED STATES,1,1000000
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,JOHN WAYNE CANCER INSTITUTE,SANTA MONICA,CA,UNITED STATES,3,2446960
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,"LIPOGENE COMPANY, INC.",SANTA MONICA,CA,UNITED STATES,1,499613
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,"RADIABEAM TECHNOLOGIES, LLC",SANTA MONICA,CA,UNITED STATES,1,40000
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,RAND CORPORATION,SANTA MONICA,CA,UNITED STATES,56,26082986
M,100,A,"Santa Monica, California",Santa Monica,California,USA,ENG,Locality,0,-118.492287,34.011563,-118.492287,34.011563,-118.542291,-118.442291,33.96156,34.06156,SANTA MONICA,CA,SIXAL CORPORATION,SANTA MONICA,CA,UNITED STATES,1,739653
M,100,A,"Pacific Palisades, California",Pacific Palisades,California,USA,ENG,Locality,0,-118.526507,34.047042,-118.526507,34.047042,-118.576511,-118.476511,33.99704,34.09704,PACIFIC PALISADES,CA,ARLENE FINK ASSOCIATES,PACIFIC PALISADES,CA,UNITED STATES,1,525455
M,100,A,"Woodland Hills, California",Woodland Hills,California,USA,ENG,Locality,0,-118.6111,34.168834,-118.6111,34.168834,-118.661101,-118.561101,34.11883,34.21883,WOODLAND HILLS,CA,"EYENUK, INC.",WOODLAND HILLS,CA,UNITED STATES,3,1967401
M,100,A,"Calabasas, California",Calabasas,California,USA,ENG,Locality,0,-118.6938,34.152264,-118.6938,34.152264,-118.743801,-118.643801,34.10226,34.20226,CALABASAS,CA,"ARMAGEN TECHNOLOGIES, INC.",CALABASAS,CA,UNITED STATES,1,612428
M,100,A,"Agoura Hills, California",Agoura Hills,California,USA,ENG,Locality,0,-118.77758,34.145842,-118.77758,34.145842,-118.827581,-118.727581,34.09584,34.19584,AGOURA HILLS,CA,"CYTOLUMINA TECHNOLOGIES CORPORATION, INC",AGOURA HILLS,CA,UNITED STATES,1,992352
M,100,A,"Westlake Village, California",Westlake Village,California,USA,ENG,Locality,0,-118.818861,34.149361,-118.818861,34.149361,-118.868861,-118.768861,34.09936,34.19936,WESTLAKE VILLAGE,CA,"SELFA, INC.",WESTLAKE VILLAGE,CA,UNITED STATES,1,729898
M,100,A,"Newbury Park, California",Newbury Park,California,USA,ENG,Locality,0,-118.940559,34.188641,-118.940559,34.188641,-118.990561,-118.890561,34.13864,34.23864,NEWBURY PARK,CA,"SOCRATES BIOSCIENCES, INC.",NEWBURY PARK,CA,UNITED STATES,1,224997
M,100,A,"Bakersfield, California",Bakersfield,California,USA,ENG,Locality,0,-119.01886,35.366964,-119.01886,35.366964,-119.068861,-118.968861,35.31696,35.41696,BAKERSFIELD,CA,CALIFORNIA STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,UNITED STATES,1,176168
M,100,A,"Camarillo, California",Camarillo,California,USA,ENG,Locality,0,-119.050717,34.222892,-119.050717,34.222892,-119.100721,-119.000721,34.17289,34.27289,CAMARILLO,CA,"REMD BIOTHERAPEUTICS, INC.",CAMARILLO,CA,UNITED STATES,1,224664
M,100,A,"Oxnard, California",Oxnard,California,USA,ENG,Locality,0,-119.180119,34.200342,-119.180119,34.200342,-119.230121,-119.130121,34.15034,34.25034,OXNARD,CA,"OAK THERAPEUTICS, INC.",OXNARD,CA,UNITED STATES,1,220582
M,100,A,"Richland, Washington",Richland,Washington,USA,ENG,Locality,0,-119.273721,46.273909,-119.273721,46.273909,-119.323721,-119.223721,46.22391,46.32391,RICHLAND,WA,BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,18,11973910
M,100,A,"Richland, Washington",Richland,Washington,USA,ENG,Locality,0,-119.273721,46.273909,-119.273721,46.273909,-119.323721,-119.223721,46.22391,46.32391,RICHLAND,WA,"XL SCI-TECH, INC.",RICHLAND,WA,UNITED STATES,1,748826
T,100,A,"Ventura, California",Ventura,California,USA,ENG,Locality,0,-119.292318,34.280822,-119.292318,34.280822,-119.342321,-119.242321,34.23082,34.33082,VENTURA,CA,COASTAL MARINE BIOLABS,VENTURA,CA,UNITED STATES,2,307964
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,"ACELOT, INC.",SANTA BARBARA,CA,UNITED STATES,1,223325
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,ANASYS INSTRUMENTS CORPORATION,SANTA BARBARA,CA,UNITED STATES,2,1079355
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,"APTITUDE MEDICAL SYSTEMS, INC.",SANTA BARBARA,CA,UNITED STATES,2,848451
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,"BIOVINC, LLC",SANTA BARBARA,CA,UNITED STATES,2,330770
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,"CELLOLOGI, LLC",SANTA BARBARA,CA,UNITED STATES,1,215135
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,"SERIMMUNE, INC.",SANTA BARBARA,CA,UNITED STATES,1,224774
M,100,A,"Santa Barbara, California",Santa Barbara,California,USA,ENG,Locality,0,-119.69905,34.41938,-119.69905,34.41938,-119.749051,-119.649051,34.36938,34.46938,SANTA BARBARA,CA,UNIVERSITY OF CALIFORNIA SANTA BARBARA,SANTA BARBARA,CA,UNITED STATES,53,18286976
M,100,A,"Fresno, California",Fresno,California,USA,ENG,Locality,0,-119.785729,36.74068,-119.785729,36.74068,-119.835731,-119.735731,36.69068,36.79068,FRESNO,CA,CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,CA,UNITED STATES,5,765256
M,100,A,"Reno, Nevada",Reno,Nevada,USA,ENG,Locality,0,-119.813437,39.527381,-119.813437,39.527381,-119.863441,-119.763441,39.47738,39.57738,RENO,NV,"CONTEXTUAL CHANGE, LLC",RENO,NV,UNITED STATES,1,199711
M,100,A,"Reno, Nevada",Reno,Nevada,USA,ENG,Locality,0,-119.813437,39.527381,-119.813437,39.527381,-119.863441,-119.763441,39.47738,39.57738,RENO,NV,"DXDISCOVERY, INC.",RENO,NV,UNITED STATES,3,637960
M,100,A,"Reno, Nevada",Reno,Nevada,USA,ENG,Locality,0,-119.813437,39.527381,-119.813437,39.527381,-119.863441,-119.763441,39.47738,39.57738,RENO,NV,UNIVERSITY OF NEVADA RENO,RENO,NV,UNITED STATES,38,21075524
M,100,A,"Santa Maria, California",Santa Maria,California,USA,ENG,Locality,0,-120.434657,34.95313,-120.434657,34.95313,-120.484661,-120.384661,34.90313,35.00313,SANTA MARIA,CA,ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,194050
M,100,A,"Merced, California",Merced,California,USA,ENG,Locality,0,-120.4862,37.301272,-120.4862,37.301272,-120.536201,-120.436201,37.25127,37.35127,MERCED,CA,"UNIVERSITY OF CALIFORNIA, MERCED",MERCED,CA,UNITED STATES,12,2737772
M,100,A,"San Luis Obispo, California",San Luis Obispo,California,USA,ENG,Locality,0,-120.66252,35.285523,-120.66252,35.285523,-120.712521,-120.612521,35.23552,35.33552,SAN LUIS OBISPO,CA,APPLIED BIOTECHNOLOGY INSTITUTE,SAN LUIS OBISPO,CA,UNITED STATES,2,596760
M,100,A,"San Luis Obispo, California",San Luis Obispo,California,USA,ENG,Locality,0,-120.66252,35.285523,-120.66252,35.285523,-120.712521,-120.612521,35.23552,35.33552,SAN LUIS OBISPO,CA,CALIFORNIA POLY STATE U SAN LUIS OBISPO,SAN LUIS OBISPO,CA,UNITED STATES,3,1877946
M,100,A,"Grass Valley, California",Grass Valley,California,USA,ENG,Locality,0,-121.061499,39.219261,-121.061499,39.219261,-121.111501,-121.011501,39.16926,39.26926,GRASS VALLEY,CA,"ZMK MEDICAL TECHNOLOGIES, D/B/A EIGEN",GRASS VALLEY,CA,UNITED STATES,1,509295
M,100,A,"Auburn, California",Auburn,California,USA,ENG,Locality,0,-121.078868,38.896202,-121.078868,38.896202,-121.128871,-121.028871,38.8462,38.9462,AUBURN,CA,"SONATA BIOSCIENCES, INC.",AUBURN,CA,UNITED STATES,1,359195
M,100,A,"Redmond, Oregon",Redmond,Oregon,USA,ENG,Locality,0,-121.17564,44.272542,-121.17564,44.272542,-121.225641,-121.125641,44.22254,44.32254,REDMOND,OR,"ADP SILVER DENTAL ARREST, LLC",REDMOND,OR,UNITED STATES,1,150000
T,100,A,"Stockton, California",Stockton,California,USA,ENG,Locality,0,-121.290751,37.953674,-121.290751,37.953674,-121.340751,-121.240751,37.90367,38.00367,STOCKTON,CA,UNIVERSITY OF THE PACIFIC-STOCKTON,STOCKTON,CA,UNITED STATES,1,302438
M,100,A,"Elk Grove, California",Elk Grove,California,USA,ENG,Locality,0,-121.365269,38.40902,-121.365269,38.40902,-121.415271,-121.315271,38.35902,38.45902,ELK GROVE,CA,CALIFORNIA NORTHSTATE UNIVERSITY,ELK GROVE,CA,UNITED STATES,1,421195
M,100,A,"Sacramento, California",Sacramento,California,USA,ENG,Locality,0,-121.490897,38.579333,-121.490897,38.579333,-121.540901,-121.440901,38.52933,38.62933,SACRAMENTO,CA,CALIFORNIA STATE UNIVERSITY SACRAMENTO,SACRAMENTO,CA,UNITED STATES,1,105750
M,100,A,"Sacramento, California",Sacramento,California,USA,ENG,Locality,0,-121.490897,38.579333,-121.490897,38.579333,-121.540901,-121.440901,38.52933,38.62933,SACRAMENTO,CA,"DOPHEN BIOMED, INC.",SACRAMENTO,CA,UNITED STATES,1,149625
T,100,A,"Davis, California",Davis,California,USA,ENG,Locality,0,-121.74457,38.546694,-121.74457,38.546694,-121.794571,-121.694571,38.49669,38.59669,DAVIS,CA,"EICOSIS, LLC",DAVIS,CA,UNITED STATES,4,1082132
T,100,A,"Davis, California",Davis,California,USA,ENG,Locality,0,-121.74457,38.546694,-121.74457,38.546694,-121.794571,-121.694571,38.49669,38.59669,DAVIS,CA,"LP THERAPEUTICS, INC.",DAVIS,CA,UNITED STATES,1,1499999
T,100,A,"Davis, California",Davis,California,USA,ENG,Locality,0,-121.74457,38.546694,-121.74457,38.546694,-121.794571,-121.694571,38.49669,38.59669,DAVIS,CA,"PANDOMEDX, INC.",DAVIS,CA,UNITED STATES,1,299986
T,100,A,"Davis, California",Davis,California,USA,ENG,Locality,0,-121.74457,38.546694,-121.74457,38.546694,-121.794571,-121.694571,38.49669,38.59669,DAVIS,CA,UNIVERSITY OF CALIFORNIA AT DAVIS,DAVIS,CA,UNITED STATES,449,199927267
M,100,A,"Livermore, California",Livermore,California,USA,ENG,Locality,0,-121.758218,37.675491,-121.758218,37.675491,-121.808221,-121.708221,37.62549,37.72549,LIVERMORE,CA,"ACUMEN PHARMACEUTICALS, INC.",LIVERMORE,CA,UNITED STATES,1,222192
M,100,A,"Livermore, California",Livermore,California,USA,ENG,Locality,0,-121.758218,37.675491,-121.758218,37.675491,-121.808221,-121.708221,37.62549,37.72549,LIVERMORE,CA,"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",LIVERMORE,CA,UNITED STATES,3,946969
M,100,A,"Livermore, California",Livermore,California,USA,ENG,Locality,0,-121.758218,37.675491,-121.758218,37.675491,-121.808221,-121.708221,37.62549,37.72549,LIVERMORE,CA,"SHAL TECHNOLOGIES, INC.",LIVERMORE,CA,UNITED STATES,1,94422
M,100,A,"Livermore, California",Livermore,California,USA,ENG,Locality,0,-121.758218,37.675491,-121.758218,37.675491,-121.808221,-121.708221,37.62549,37.72549,LIVERMORE,CA,UNIVERSITY OF CALIF-LAWRNC LVRMR NAT LAB,LIVERMORE,CA,UNITED STATES,2,1706745
M,100,A,"Chico, California",Chico,California,USA,ENG,Locality,0,-121.841977,39.732002,-121.841977,39.732002,-121.891981,-121.791981,39.682,39.782,CHICO,CA,CALIFORNIA STATE UNIVERSITY CHICO,CHICO,CA,UNITED STATES,1,353750
T,100,A,"Seaside, California",Seaside,California,USA,ENG,Locality,0,-121.85266,36.603882,-121.85266,36.603882,-121.902661,-121.802661,36.55388,36.65388,SEASIDE,CA,"CALIFORNIA STATE UNIV, MONTEREY BAY",SEASIDE,CA,UNITED STATES,1,205955
M,100,A,"Pleasanton, California",Pleasanton,California,USA,ENG,Locality,0,-121.87713,37.658193,-121.87713,37.658193,-121.927131,-121.827131,37.60819,37.70819,PLEASANTON,CA,"PHOENIX BIOSYSTEM, INC.",PLEASANTON,CA,UNITED STATES,3,643384
M,100,A,"San Jose, California",San Jose,California,USA,ENG,Locality,0,-121.885571,37.338582,-121.885571,37.338582,-121.935571,-121.835571,37.28858,37.38858,SAN JOSE,CA,"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,3,383466
M,100,A,"San Jose, California",San Jose,California,USA,ENG,Locality,0,-121.885571,37.338582,-121.885571,37.338582,-121.935571,-121.835571,37.28858,37.38858,SAN JOSE,CA,"MICROSONIC SYSTEMS, INC.",SAN JOSE,CA,UNITED STATES,1,149999
M,100,A,"San Jose, California",San Jose,California,USA,ENG,Locality,0,-121.885571,37.338582,-121.885571,37.338582,-121.935571,-121.835571,37.28858,37.38858,SAN JOSE,CA,"NORTHWIND MEDICAL, INC.",SAN JOSE,CA,UNITED STATES,1,179155
